household_ID,month,consumption
ID1260,2024-09-30,0
ID3838,2023-09-30,111
ID3864,2023-09-30,79
ID3982,2023-05-31,73
ID3786,2024-06-30,183
ID0340,2024-04-30,115
ID0218,2023-08-31,38
ID3408,2023-07-31,60
ID3835,2023-12-31,16
ID2169,2023-11-30,99
ID1892,2023-02-28,39
ID1299,2024-07-31,114
ID0740,2023-05-31,5
ID1800,2024-10-31,64
ID3557,2024-07-31,114
ID3876,2024-09-30,293
ID4039,2023-12-31,50
ID1517,2023-07-31,69
ID1736,2024-08-31,120
ID0833,2022-10-31,400
ID1669,2023-06-30,207
ID1075,2024-08-31,53
ID3038,2023-03-31,71
ID0657,2023-04-30,162
ID2739,2024-06-30,142
ID0432,2024-05-31,99
ID1924,2022-10-31,97
ID2794,2024-08-31,42
ID0588,2024-02-29,55
ID3477,2023-05-31,23
ID1080,2023-09-30,108
ID0055,2023-01-31,76
ID3122,2022-10-31,7
ID3471,2023-01-31,371
ID0231,2022-12-31,0
ID1483,2024-02-29,79
ID0076,2022-10-31,60
ID0977,2023-04-30,171
ID3280,2022-11-30,139
ID0137,2023-10-31,192
ID0417,2024-02-29,547
ID0770,2023-12-31,75
ID2638,2023-09-30,60
ID1822,2023-05-31,89
ID0642,2024-04-30,58
ID2505,2024-05-31,126
ID1721,2024-05-31,442
ID1575,2024-09-30,51
ID0848,2023-05-31,116
ID1211,2023-03-31,124
ID1023,2024-06-30,87
ID1049,2023-03-31,83
ID2816,2023-05-31,297
ID3597,2024-08-31,228
ID1695,2024-03-31,
ID3129,2022-10-31,62
ID2884,2024-01-31,16
ID1662,2024-09-30,96
ID2593,2022-10-31,128
ID3946,2023-07-31,56
ID3408,2024-04-30,78
ID1869,2024-01-31,78
ID2646,2023-06-30,38
ID0045,2022-12-31,116
ID0290,2023-06-30,70
ID1899,2023-04-30,122
ID0421,2023-12-31,110
ID3987,2023-04-30,164
ID2643,2023-03-31,60
ID1381,2024-09-30,199
ID1492,2022-11-30,119
ID1828,2023-10-31,194
ID1956,2022-12-31,278
ID2832,2024-10-31,0
ID1354,2023-10-31,196
ID1919,2022-12-31,0
ID0337,2024-05-31,133
ID3320,2024-10-31,82
ID3206,2024-02-29,140
ID0920,2024-06-30,87
ID3591,2024-02-29,81
ID1308,2024-05-31,28
ID2649,2022-11-30,179
ID3174,2023-05-31,35
ID3509,2022-10-31,143
ID3646,2024-02-29,122
ID3352,2024-08-31,156
ID3793,2023-02-28,19
ID2315,2023-05-31,48
ID0949,2023-02-28,64
ID2356,2022-11-30,142
ID3940,2024-05-31,72
ID3549,2024-06-30,88
ID1508,2023-07-31,77
ID0283,2024-01-31,85
ID4031,2022-12-31,51
ID2741,2024-01-31,59
ID3301,2024-10-31,130
ID2452,2024-04-30,96
ID3172,2023-09-30,59
ID3991,2023-09-30,145
ID2477,2023-12-31,47
ID0275,2023-09-30,184
ID2949,2023-02-28,149
ID3378,2023-06-30,105
ID1299,2022-10-31,123
ID3719,2023-07-31,40
ID2947,2023-12-31,2
ID1756,2022-11-30,48
ID1857,2023-10-31,138
ID3281,2023-09-30,146
ID1926,2023-10-31,169
ID3431,2024-01-31,149
ID1091,2022-10-31,114
ID1647,2022-12-31,144
ID2119,2023-08-31,55
ID2620,2023-03-31,0
ID2394,2024-07-31,133
ID1589,2023-07-31,117
ID2359,2024-07-31,178
ID2137,2023-10-31,193
ID0804,2023-03-31,7
ID0710,2023-06-30,159
ID1547,2024-10-31,71
ID1981,2023-08-31,102
ID0609,2023-08-31,258
ID3251,2023-06-30,128
ID3813,2023-04-30,63
ID2784,2023-09-30,143
ID0556,2024-05-31,51
ID1619,2024-09-30,179
ID0679,2023-04-30,115
ID2579,2024-07-31,101
ID3421,2022-11-30,83
ID0255,2024-08-31,380
ID0290,2024-05-31,52
ID1786,2024-06-30,9
ID0203,2023-10-31,71
ID1455,2024-06-30,191
ID3508,2022-10-31,123
ID1103,2023-11-30,118
ID0631,2023-12-31,260
ID0934,2023-05-31,104
ID1621,2024-10-31,223
ID1697,2023-04-30,115
ID3703,2023-01-31,19
ID1024,2024-07-31,160
ID3278,2024-09-30,265
ID1058,2024-03-31,126
ID3025,2024-08-31,143
ID1046,2024-06-30,222
ID0791,2024-04-30,108
ID3053,2022-12-31,48
ID1039,2023-06-30,194
ID3518,2023-10-31,2
ID2275,2023-10-31,160
ID0315,2024-05-31,85
ID1698,2023-11-30,79
ID0217,2023-07-31,132
ID3662,2023-04-30,824
ID2011,2023-03-31,66
ID1489,2023-05-31,94
ID3759,2022-11-30,24
ID1556,2023-12-31,108
ID3058,2023-01-31,74
ID1411,2023-04-30,101
ID2754,2022-12-31,141
ID3348,2023-06-30,135
ID1493,2023-08-31,128
ID2296,2023-01-31,62
ID3237,2023-05-31,667
ID2758,2023-09-30,99
ID3755,2023-10-31,107
ID2121,2024-01-31,49
ID3316,2023-09-30,72
ID2713,2023-06-30,117
ID3372,2024-05-31,86
ID0578,2023-02-28,74
ID1090,2023-01-31,107
ID2507,2024-08-31,70
ID1419,2023-02-28,40
ID3626,2024-09-30,60
ID2471,2022-10-31,88
ID1824,2024-02-29,59
ID3016,2023-02-28,256
ID3289,2023-10-31,65
ID1097,2023-10-31,0
ID3839,2023-12-31,76
ID0494,2023-09-30,93
ID3078,2023-01-31,56
ID3392,2024-01-31,60
ID3312,2024-08-31,176
ID1112,2023-08-31,38
ID0399,2023-12-31,122
ID0426,2023-08-31,72
ID1305,2024-10-31,155
ID0847,2024-04-30,218
ID1700,2024-06-30,202
ID0530,2023-04-30,120
ID0110,2023-12-31,104
ID0529,2022-11-30,26
ID1935,2024-03-31,84
ID3472,2024-10-31,86
ID2796,2024-04-30,82
ID1733,2023-08-31,44
ID1151,2023-02-28,102
ID3413,2023-09-30,70
ID2888,2023-01-31,89
ID3039,2023-04-30,182
ID3773,2024-01-31,14
ID3454,2023-11-30,582
ID1934,2024-01-31,78
ID1893,2023-05-31,90
ID3844,2023-02-28,91
ID1674,2023-04-30,56
ID1981,2023-06-30,83
ID2498,2023-08-31,71
ID1118,2023-10-31,57
ID3305,2023-04-30,75
ID0839,2024-04-30,91
ID1941,2023-04-30,88
ID0689,2024-07-31,73
ID2960,2024-05-31,133
ID2290,2022-10-31,23
ID2854,2022-12-31,165
ID2691,2023-10-31,92
ID0745,2023-06-30,100
ID2061,2023-12-31,99
ID2450,2024-06-30,363
ID1893,2024-08-31,64
ID0783,2023-11-30,0
ID1723,2022-12-31,72
ID0160,2023-08-31,37
ID3788,2023-01-31,44
ID1941,2024-07-31,76
ID2983,2023-02-28,61
ID2464,2024-08-31,74
ID0825,2023-05-31,89
ID0043,2024-03-31,346
ID3572,2024-10-31,102
ID0980,2023-08-31,355
ID3072,2024-05-31,160
ID2361,2023-08-31,88
ID0438,2024-01-31,58
ID3781,2023-12-31,97
ID1766,2024-10-31,60
ID3262,2024-03-31,89
ID3556,2023-10-31,67
ID1129,2023-03-31,38
ID2880,2024-08-31,64
ID3400,2023-04-30,87
ID2545,2022-10-31,155
ID2658,2022-10-31,38
ID0420,2023-04-30,110
ID0207,2023-01-31,122
ID1390,2023-04-30,45
ID3016,2023-09-30,70
ID0483,2023-10-31,81
ID3202,2023-05-31,107
ID3650,2023-12-31,109
ID0077,2023-07-31,130
ID0628,2024-01-31,76
ID2956,2023-12-31,24
ID1585,2022-11-30,109
ID3978,2023-01-31,84
ID0166,2023-07-31,173
ID2731,2024-10-31,49
ID2735,2024-07-31,356
ID3667,2023-03-31,79
ID1769,2024-09-30,93
ID0289,2023-11-30,36
ID1462,2023-11-30,120
ID2757,2024-07-31,78
ID4045,2023-03-31,59
ID0006,2023-05-31,155
ID1884,2024-09-30,88
ID1334,2024-10-31,189
ID0389,2024-02-29,126
ID2240,2024-02-29,115
ID1327,2023-09-30,125
ID3540,2023-01-31,262
ID2339,2023-01-31,36
ID2533,2024-07-31,313
ID1183,2024-01-31,248
ID1233,2024-01-31,84
ID2124,2023-03-31,0
ID0549,2023-01-31,396
ID1460,2024-06-30,75
ID2020,2024-04-30,102
ID0827,2023-09-30,73
ID2949,2024-05-31,178
ID1075,2023-01-31,50
ID4050,2023-04-30,64
ID1768,2024-05-31,237
ID0824,2024-06-30,64
ID1123,2024-10-31,94
ID3614,2024-08-31,53
ID1496,2023-04-30,270
ID3286,2024-04-30,123
ID0695,2023-06-30,105
ID0344,2024-04-30,36
ID1878,2023-09-30,171
ID3438,2023-02-28,366
ID0407,2022-10-31,1
ID0905,2023-04-30,102
ID0840,2023-05-31,224
ID0792,2023-10-31,156
ID3418,2023-08-31,76
ID3670,2023-10-31,179
ID2810,2024-09-30,263
ID3807,2023-05-31,62
ID4046,2024-05-31,68
ID4028,2024-03-31,214
ID0323,2024-07-31,113
ID0471,2024-03-31,227
ID0753,2023-05-31,268
ID3258,2022-11-30,308
ID1522,2023-05-31,48
ID2233,2024-09-30,107
ID1558,2023-04-30,93
ID3419,2024-04-30,77
ID3615,2024-01-31,115
ID2194,2024-08-31,262
ID0855,2023-08-31,89
ID0958,2023-05-31,104
ID2841,2024-03-31,82
ID4025,2023-01-31,83
ID3580,2024-05-31,135
ID2013,2023-09-30,107
ID0276,2024-06-30,318
ID2444,2023-05-31,2
ID3497,2024-07-31,56
ID1116,2023-08-31,27
ID3244,2024-10-31,108
ID1999,2023-09-30,41
ID0751,2024-04-30,376
ID1884,2023-08-31,82
ID1417,2024-04-30,166
ID0699,2023-07-31,35
ID1286,2022-10-31,57
ID0352,2023-12-31,94
ID1925,2023-11-30,159
ID0128,2024-01-31,240
ID2111,2024-08-31,141
ID3650,2024-05-31,110
ID1805,2024-03-31,86
ID0147,2022-10-31,17
ID3440,2024-01-31,95
ID2298,2024-03-31,75
ID1550,2024-05-31,105
ID2757,2023-04-30,31
ID1695,2024-08-31,
ID2409,2023-11-30,157
ID0834,2024-03-31,158
ID3834,2022-11-30,51
ID2693,2022-10-31,10
ID3945,2022-12-31,40
ID0435,2023-08-31,59
ID1069,2023-06-30,56
ID3923,2022-12-31,73
ID2321,2023-06-30,114
ID0626,2023-02-28,66
ID1142,2022-12-31,296
ID0317,2023-01-31,86
ID1145,2024-01-31,110
ID0534,2023-07-31,65
ID3347,2023-04-30,104
ID0588,2024-03-31,67
ID1849,2024-05-31,0
ID1871,2023-09-30,69
ID0462,2023-12-31,29
ID3340,2023-11-30,138
ID0686,2022-12-31,290
ID2034,2023-03-31,25
ID3437,2023-12-31,79
ID3684,2024-02-29,132
ID2975,2023-01-31,42
ID3650,2023-01-31,108
ID2873,2024-06-30,94
ID0251,2024-09-30,121
ID1829,2023-10-31,59
ID2270,2024-08-31,569
ID0342,2023-09-30,48
ID3248,2023-10-31,160
ID2186,2024-07-31,1065
ID1202,2023-01-31,97
ID1679,2023-12-31,248
ID3128,2022-12-31,48
ID2385,2024-10-31,32
ID3960,2024-01-31,77
ID3609,2022-11-30,10
ID0829,2024-05-31,68
ID3863,2023-07-31,200
ID2808,2024-09-30,12
ID0860,2024-09-30,98
ID2254,2022-11-30,93
ID2965,2024-09-30,3
ID1848,2023-05-31,108
ID0533,2023-04-30,190
ID1319,2023-07-31,39
ID3486,2023-05-31,133
ID0146,2024-02-29,146
ID1054,2023-09-30,338
ID3254,2023-08-31,82
ID1371,2024-04-30,90
ID2623,2023-05-31,75
ID1460,2023-09-30,97
ID2486,2024-08-31,305
ID1427,2024-06-30,59
ID3681,2023-03-31,155
ID0222,2023-07-31,132
ID0772,2022-11-30,328
ID2263,2024-08-31,151
ID3231,2024-07-31,114
ID0917,2023-10-31,231
ID0689,2023-05-31,69
ID3929,2024-02-29,180
ID0412,2024-03-31,4
ID1456,2024-01-31,53
ID2792,2024-06-30,0
ID1500,2024-04-30,115
ID2681,2023-03-31,277
ID3155,2023-06-30,256
ID1238,2023-09-30,106
ID1020,2024-07-31,2
ID3949,2023-01-31,80
ID2167,2023-02-28,321
ID1401,2023-08-31,9
ID2959,2023-08-31,81
ID0015,2024-04-30,111
ID0039,2024-04-30,234
ID1783,2023-01-31,0
ID2351,2023-07-31,78
ID3146,2024-09-30,26
ID0380,2024-02-29,63
ID0658,2024-09-30,78
ID1214,2024-09-30,414
ID3077,2024-06-30,106
ID3446,2023-03-31,4
ID1465,2023-11-30,123
ID0441,2024-03-31,51
ID3490,2023-09-30,43
ID2574,2024-01-31,25
ID3346,2024-02-29,124
ID1327,2024-08-31,101
ID4055,2023-11-30,83
ID0428,2023-06-30,97
ID3061,2023-06-30,173
ID2061,2023-05-31,35
ID0130,2023-05-31,373
ID4020,2024-04-30,75
ID0733,2022-12-31,215
ID2912,2023-05-31,195
ID1141,2023-09-30,157
ID2029,2024-07-31,
ID0074,2023-04-30,34
ID0050,2024-03-31,155
ID3817,2023-12-31,78
ID2081,2024-07-31,108
ID3651,2024-07-31,163
ID3707,2024-09-30,38
ID2020,2022-12-31,59
ID2808,2024-03-31,5
ID1157,2023-04-30,72
ID0360,2024-09-30,21
ID2363,2023-03-31,230
ID2346,2024-06-30,148
ID3330,2024-06-30,103
ID1645,2023-09-30,60
ID1431,2023-05-31,30
ID3745,2024-06-30,153
ID0300,2024-01-31,73
ID0727,2023-09-30,35
ID1856,2023-12-31,99
ID3213,2023-06-30,121
ID3741,2023-04-30,79
ID2015,2024-10-31,4
ID2693,2023-11-30,20
ID0967,2023-09-30,80
ID1293,2023-10-31,0
ID0605,2023-09-30,127
ID3067,2024-05-31,100
ID3145,2023-06-30,0
ID2896,2023-11-30,150
ID2695,2023-07-31,83
ID2315,2023-01-31,40
ID0922,2022-12-31,151
ID2549,2024-08-31,1
ID0912,2023-07-31,191
ID1891,2023-06-30,111
ID0798,2023-08-31,355
ID0488,2023-01-31,1
ID0866,2023-03-31,44
ID2254,2022-10-31,101
ID2042,2024-01-31,282
ID0592,2023-02-28,30
ID3267,2023-01-31,311
ID3724,2023-12-31,94
ID3121,2023-04-30,205
ID0665,2024-05-31,35
ID2651,2024-09-30,71
ID0665,2023-06-30,33
ID2284,2023-12-31,64
ID0132,2024-04-30,31
ID1771,2022-12-31,236
ID3768,2024-01-31,44
ID0932,2024-01-31,76
ID0154,2024-06-30,351
ID1139,2024-05-31,183
ID1913,2024-05-31,109
ID2189,2023-01-31,82
ID3825,2023-06-30,1050
ID0552,2022-12-31,67
ID3885,2024-08-31,1766
ID0893,2022-11-30,148
ID1833,2023-05-31,104
ID1512,2024-03-31,222
ID3113,2023-04-30,149
ID2688,2024-05-31,24
ID1320,2023-03-31,58
ID4010,2023-11-30,38
ID3570,2023-07-31,98
ID1925,2023-12-31,140
ID3454,2023-12-31,71
ID0049,2023-12-31,224
ID0864,2022-12-31,59
ID2524,2023-02-28,342
ID3258,2023-07-31,387
ID2349,2023-01-31,76
ID0631,2023-10-31,281
ID2572,2023-03-31,53
ID2606,2023-04-30,34
ID3190,2023-04-30,0
ID1508,2023-02-28,73
ID2337,2023-06-30,35
ID2725,2023-02-28,303
ID0085,2023-03-31,90
ID0381,2023-03-31,190
ID0097,2023-11-30,126
ID1289,2023-12-31,1
ID0034,2023-07-31,422
ID2984,2024-10-31,105
ID3000,2024-02-29,81
ID1704,2023-01-31,103
ID0897,2024-05-31,942
ID0502,2023-10-31,88
ID1843,2023-05-31,135
ID2391,2023-06-30,477
ID0527,2023-11-30,72
ID2008,2023-05-31,214
ID0918,2023-09-30,20
ID1766,2024-04-30,67
ID2022,2023-12-31,41
ID2047,2023-01-31,142
ID0225,2023-07-31,160
ID0477,2023-05-31,0
ID0184,2023-04-30,80
ID0604,2023-12-31,84
ID3034,2023-01-31,278
ID0388,2022-12-31,181
ID2438,2022-11-30,208
ID0101,2024-09-30,83
ID1879,2022-10-31,71
ID2209,2023-04-30,203
ID2257,2023-09-30,209
ID2741,2024-05-31,45
ID3873,2024-10-31,52
ID0779,2023-10-31,82
ID2189,2023-10-31,9
ID3657,2024-03-31,51
ID0192,2023-05-31,135
ID1232,2023-05-31,113
ID0783,2023-06-30,0
ID0176,2023-04-30,57
ID1528,2024-03-31,57
ID1351,2023-08-31,155
ID2223,2023-04-30,72
ID3199,2024-07-31,83
ID0306,2024-03-31,98
ID1569,2024-06-30,42
ID3364,2023-08-31,204
ID4054,2024-01-31,127
ID0808,2023-10-31,113
ID1412,2023-04-30,94
ID0295,2024-09-30,106
ID3047,2023-02-28,71
ID2121,2024-05-31,56
ID1909,2023-06-30,65
ID1070,2023-12-31,52
ID3870,2023-11-30,49
ID2927,2024-09-30,0
ID2371,2024-10-31,76
ID2896,2024-01-31,146
ID0425,2024-05-31,22
ID2157,2024-01-31,65
ID2677,2024-08-31,110
ID3941,2024-03-31,194
ID0853,2024-09-30,151
ID0023,2023-03-31,56
ID0749,2023-03-31,107
ID0669,2023-02-28,404
ID1435,2023-11-30,71
ID0132,2023-08-31,27
ID0398,2023-03-31,100
ID2989,2022-12-31,77
ID2009,2024-08-31,208
ID0314,2024-08-31,206
ID0053,2023-11-30,77
ID1059,2024-05-31,113
ID2551,2024-03-31,126
ID3436,2023-02-28,55
ID2303,2024-08-31,60
ID3066,2023-04-30,124
ID1117,2023-07-31,102
ID1530,2023-04-30,61
ID0589,2023-04-30,150
ID1761,2023-11-30,61
ID1696,2024-10-31,79
ID1031,2023-05-31,147
ID1574,2023-12-31,163
ID3853,2024-05-31,94
ID0747,2023-01-31,143
ID0731,2023-04-30,200
ID0119,2024-08-31,48
ID3621,2024-04-30,67
ID0713,2023-04-30,225
ID4063,2023-08-31,162
ID1172,2023-06-30,30
ID1723,2024-10-31,87
ID0111,2024-01-31,198
ID0062,2024-02-29,78
ID1074,2024-10-31,175
ID2398,2024-07-31,212
ID1099,2024-08-31,31
ID0840,2024-02-29,262
ID2079,2022-12-31,145
ID2959,2024-06-30,90
ID3562,2023-04-30,64
ID3921,2024-09-30,
ID1174,2023-05-31,35
ID3117,2024-10-31,69
ID3499,2023-06-30,80
ID1296,2022-11-30,86
ID3685,2023-01-31,94
ID2338,2023-09-30,212
ID3789,2023-01-31,19
ID2491,2023-05-31,85
ID2272,2024-10-31,18
ID2964,2024-10-31,20
ID0151,2024-07-31,63
ID1850,2023-01-31,113
ID3322,2023-02-28,6
ID0187,2023-03-31,167
ID1524,2024-09-30,97
ID2336,2023-05-31,30
ID0458,2023-07-31,90
ID3972,2024-01-31,111
ID0012,2024-05-31,355
ID1642,2023-07-31,174
ID2250,2024-08-31,113
ID1847,2023-05-31,164
ID1100,2024-10-31,52
ID3129,2024-04-30,81
ID3419,2024-10-31,78
ID2986,2023-05-31,103
ID0070,2023-10-31,81
ID1562,2023-02-28,99
ID0815,2024-01-31,107
ID0615,2023-05-31,56
ID1445,2023-11-30,148
ID3082,2023-01-31,100
ID3007,2023-12-31,169
ID0333,2023-12-31,44
ID3748,2024-07-31,117
ID0389,2024-05-31,146
ID3826,2022-12-31,147
ID0853,2024-08-31,160
ID1756,2024-01-31,48
ID1212,2024-08-31,111
ID1314,2022-11-30,182
ID2121,2023-12-31,41
ID3902,2023-06-30,48
ID2303,2023-05-31,52
ID1163,2023-07-31,627
ID2386,2023-08-31,
ID1158,2024-03-31,79
ID3989,2023-05-31,129
ID0138,2023-08-31,84
ID3425,2023-08-31,124
ID3343,2024-05-31,114
ID0693,2024-08-31,80
ID3784,2022-12-31,20
ID3293,2024-01-31,259
ID2228,2024-09-30,156
ID3137,2024-08-31,81
ID3691,2023-07-31,100
ID3797,2023-08-31,82
ID1782,2022-12-31,0
ID0646,2023-11-30,0
ID1718,2024-03-31,1228
ID2083,2024-02-29,136
ID0240,2024-04-30,76
ID0365,2023-05-31,100
ID3454,2023-08-31,
ID3532,2024-01-31,119
ID2300,2023-03-31,90
ID1056,2024-04-30,78
ID2278,2024-08-31,393
ID3967,2024-06-30,24
ID1394,2024-01-31,137
ID3107,2023-06-30,82
ID3215,2024-09-30,126
ID1766,2024-01-31,63
ID0534,2023-08-31,86
ID0141,2023-11-30,83
ID3205,2023-01-31,215
ID1962,2023-10-31,52
ID1709,2024-05-31,226
ID3753,2024-08-31,0
ID3577,2022-12-31,99
ID1965,2023-09-30,320
ID3586,2023-03-31,73
ID3556,2022-12-31,64
ID0152,2023-05-31,215
ID3900,2023-10-31,14
ID1250,2022-10-31,99
ID2617,2024-07-31,140
ID0374,2023-09-30,93
ID0616,2023-08-31,22
ID0429,2022-12-31,55
ID3696,2023-08-31,232
ID2817,2022-10-31,242
ID3587,2023-02-28,90
ID3153,2024-02-29,49
ID3118,2022-11-30,162
ID2865,2024-07-31,59
ID3685,2024-01-31,71
ID3124,2023-05-31,129
ID1922,2023-10-31,84
ID0197,2024-10-31,112
ID0182,2023-05-31,316
ID4045,2023-09-30,48
ID1527,2024-06-30,68
ID0163,2023-03-31,91
ID3899,2023-10-31,130
ID4009,2024-08-31,65
ID3022,2023-09-30,135
ID0942,2023-08-31,117
ID0479,2023-01-31,53
ID1137,2022-10-31,83
ID0115,2022-10-31,174
ID1721,2023-03-31,185
ID3848,2024-06-30,44
ID3032,2024-02-29,128
ID1843,2024-09-30,130
ID3594,2022-11-30,89
ID3786,2024-09-30,167
ID0516,2023-02-28,138
ID1797,2023-10-31,180
ID3415,2024-10-31,110
ID1710,2024-09-30,196
ID1001,2024-06-30,86
ID0951,2024-05-31,205
ID2843,2023-03-31,92
ID2656,2024-05-31,91
ID0636,2023-05-31,106
ID0239,2024-08-31,10
ID0833,2024-09-30,416
ID2507,2024-01-31,115
ID1626,2024-04-30,17
ID4047,2024-06-30,16
ID0024,2024-06-30,278
ID0353,2023-02-28,88
ID3589,2024-05-31,83
ID1679,2023-02-28,187
ID3012,2023-05-31,110
ID3196,2023-11-30,116
ID3029,2022-11-30,11
ID2609,2023-10-31,353
ID0079,2022-11-30,173
ID2987,2023-04-30,155
ID3837,2024-08-31,23
ID2848,2023-08-31,110
ID3256,2023-06-30,347
ID0317,2023-08-31,135
ID2244,2024-07-31,86
ID2365,2024-03-31,82
ID3213,2024-03-31,132
ID2935,2024-02-29,13
ID2722,2024-10-31,77
ID1581,2022-10-31,245
ID0302,2022-11-30,111
ID2936,2024-07-31,174
ID2546,2024-06-30,41
ID0189,2022-10-31,297
ID2392,2023-12-31,53
ID1106,2022-11-30,11
ID1000,2022-11-30,60
ID3596,2022-11-30,305
ID3324,2024-07-31,76
ID1958,2023-01-31,12
ID1001,2023-06-30,86
ID3099,2023-10-31,19
ID3504,2023-03-31,59
ID3751,2022-12-31,101
ID0369,2024-01-31,72
ID3626,2023-12-31,43
ID2266,2023-03-31,85
ID0822,2023-12-31,260
ID2476,2024-03-31,80
ID3773,2023-02-28,14
ID1168,2023-10-31,263
ID3185,2024-08-31,108
ID0826,2022-10-31,190
ID0217,2024-10-31,122
ID0531,2024-01-31,139
ID3575,2024-03-31,72
ID1154,2024-01-31,29
ID3245,2023-01-31,163
ID1918,2023-07-31,133
ID2982,2023-04-30,0
ID1373,2024-04-30,60
ID0696,2024-04-30,150
ID0941,2024-05-31,47
ID3216,2023-01-31,227
ID2404,2024-02-29,75
ID0438,2023-02-28,60
ID3542,2023-07-31,68
ID1753,2024-08-31,119
ID0855,2023-07-31,70
ID0030,2022-12-31,38
ID1956,2024-04-30,336
ID0584,2024-02-29,125
ID3506,2024-01-31,155
ID2316,2024-05-31,99
ID2949,2023-03-31,159
ID3903,2024-10-31,189
ID3552,2023-03-31,142
ID2635,2024-03-31,70
ID2213,2023-09-30,90
ID2315,2022-11-30,37
ID2630,2024-08-31,190
ID4020,2023-07-31,74
ID1402,2023-04-30,103
ID1766,2023-08-31,64
ID0142,2024-04-30,178
ID1369,2023-04-30,144
ID0429,2023-05-31,144
ID0771,2022-12-31,112
ID3272,2023-10-31,106
ID2064,2023-09-30,268
ID0530,2023-10-31,149
ID2240,2023-05-31,147
ID0192,2024-03-31,121
ID0319,2023-05-31,99
ID0081,2024-03-31,193
ID3760,2022-10-31,250
ID1348,2023-11-30,75
ID3586,2024-08-31,50
ID3109,2023-05-31,126
ID3278,2023-05-31,176
ID2817,2023-02-28,218
ID0440,2022-11-30,98
ID3495,2023-10-31,173
ID3018,2023-05-31,185
ID0019,2023-01-31,98
ID2992,2022-12-31,120
ID2086,2022-12-31,62
ID1705,2024-02-29,101
ID2760,2024-04-30,70
ID3934,2024-06-30,1
ID3031,2023-09-30,386
ID0682,2024-04-30,82
ID1477,2022-11-30,78
ID0953,2023-04-30,101
ID1421,2023-05-31,92
ID1040,2023-11-30,129
ID2253,2024-07-31,55
ID2733,2024-08-31,187
ID1474,2023-12-31,77
ID1194,2022-10-31,92
ID0963,2024-10-31,85
ID0329,2024-08-31,67
ID0325,2024-09-30,113
ID1566,2023-04-30,0
ID1889,2024-04-30,67
ID0232,2024-07-31,96
ID1458,2024-06-30,319
ID3940,2023-06-30,90
ID2977,2022-10-31,176
ID2405,2024-05-31,118
ID1188,2023-03-31,228
ID0208,2023-11-30,40
ID3452,2023-05-31,142
ID3322,2023-01-31,1
ID0785,2023-11-30,45
ID1402,2023-03-31,89
ID0767,2023-05-31,3
ID0750,2023-06-30,125
ID2427,2023-11-30,7
ID0203,2023-05-31,93
ID3511,2023-03-31,76
ID3450,2024-07-31,175
ID3824,2023-02-28,8
ID0528,2023-09-30,100
ID0072,2023-02-28,169
ID1413,2024-07-31,67
ID2485,2024-05-31,95
ID4059,2023-11-30,97
ID2729,2024-08-31,62
ID2664,2022-11-30,13
ID1779,2023-08-31,66
ID2029,2024-01-31,77
ID3619,2024-03-31,72
ID0678,2023-12-31,76
ID2745,2023-05-31,41
ID3456,2024-05-31,136
ID1612,2024-08-31,61
ID1486,2024-07-31,64
ID1181,2023-02-28,110
ID2933,2022-12-31,45
ID2023,2024-04-30,192
ID1143,2023-09-30,124
ID3230,2023-02-28,81
ID3249,2024-04-30,139
ID3248,2024-10-31,176
ID3227,2023-12-31,52
ID3103,2024-03-31,25
ID2349,2022-11-30,95
ID3803,2023-12-31,46
ID0319,2023-09-30,105
ID1607,2024-03-31,92
ID0077,2023-04-30,158
ID2603,2023-02-28,85
ID2383,2023-05-31,98
ID2016,2024-01-31,32
ID1014,2024-06-30,47
ID3307,2024-10-31,383
ID3034,2023-12-31,354
ID2198,2024-04-30,231
ID0541,2023-01-31,156
ID2703,2023-08-31,125
ID1907,2023-05-31,61
ID1817,2023-04-30,131
ID0696,2024-08-31,140
ID1904,2024-10-31,44
ID2495,2024-06-30,6
ID0002,2023-01-31,50
ID2506,2023-10-31,32
ID0389,2024-04-30,154
ID1325,2024-09-30,83
ID2351,2024-09-30,155
ID2749,2023-04-30,63
ID1267,2023-11-30,141
ID1299,2023-11-30,106
ID2019,2024-04-30,13
ID2177,2022-11-30,146
ID0463,2023-08-31,33
ID2308,2022-11-30,187
ID2241,2024-03-31,114
ID3360,2024-07-31,112
ID2769,2023-09-30,90
ID3240,2023-09-30,65
ID0825,2023-06-30,85
ID1862,2023-04-30,162
ID0270,2024-10-31,109
ID1316,2023-11-30,95
ID0272,2024-05-31,45
ID1836,2024-01-31,178
ID3446,2024-09-30,3
ID1859,2022-11-30,40
ID2635,2023-12-31,53
ID2810,2024-07-31,231
ID0787,2024-01-31,57
ID2717,2023-04-30,309
ID2322,2024-08-31,85
ID0632,2024-02-29,2
ID3873,2024-07-31,54
ID3057,2023-05-31,56
ID2581,2023-08-31,203
ID0743,2023-10-31,40
ID2818,2023-07-31,33
ID1517,2024-07-31,65
ID2670,2024-06-30,126
ID0535,2023-10-31,44
ID2959,2023-01-31,79
ID1834,2023-09-30,99
ID1594,2023-05-31,140
ID3641,2023-07-31,2
ID1436,2024-02-29,126
ID2625,2023-12-31,85
ID3667,2023-04-30,106
ID1977,2022-12-31,84
ID4004,2023-12-31,42
ID3662,2023-02-28,496
ID0911,2023-08-31,107
ID4019,2023-09-30,63
ID2853,2024-04-30,47
ID2849,2024-04-30,73
